,request.headers.User-Agent,request.headers.Accept-Encoding,request.headers.Accept-Language,request.headers.Sec-Fetch-Site,request.headers.Sec-Fetch-Mode,request.headers.Sec-Fetch-Dest,request.headers.Set-Cookie,request.headers.Date,request.method,request.url,response.status,response.headers.Content-Length,response.status_code,response.body,request.headers.Cookie,response.headers.Location,request.headers.Content-Length,response.headers.Set-Cookie,attack_type,label
30,0.0,0,0,0,0,0,-0.5720775535473553,0.0,0,0.5163977794943222,3,31,3,-0.5773502691896258,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
31,0.6666666666666666,0,2,0,1,0,-0.2626128657194451,0.0,0,0.5773502691896258,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
32,0.2581988897471611,0,0,0,1,0,-0.22360679774997896,0.0,0,0.0,0,39,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
33,0.2581988897471611,0,2,0,1,0,-0.19518001458970666,0.0,0,0.0,4,41,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
34,-0.22360679774997896,0,0,0,0,0,-0.15075567228888181,0.0,0,0.9271726499455306,0,48,0,0.9622504486493763,-1.0,-1.0,-1.0,-1.0,RCE,Malware
35,-0.6324555320336759,0,1,0,0,0,-0.43033148291193524,0.0,0,1.0,0,103,0,0.4,0.0,-1.0,-1.0,-1.0,Cookie Injection,Malware
36,0.3779644730092272,0,3,0,0,0,-0.49656353316142077,-0.2672612419124244,0,0.0,0,71118,0,-0.03115778293726579,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
37,-0.8164965809277261,0,2,0,0,0,-0.4758309514308865,-0.2672612419124244,0,0.0,4,41,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
38,0.2581988897471611,0,3,0,0,0,-0.4402254531628119,-0.2672612419124244,0,0.5,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
39,0.6666666666666666,0,0,0,0,0,-0.09205746178983235,-0.2672612419124244,1,1.0,1,211,1,0.5897678246195885,0.0,1.0,0.0,0.0,Cookie Injection,Malware
40,0.0,0,3,0,1,0,-0.5940885257860046,-0.31622776601683794,0,0.7071067811865475,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
41,-0.5163977794943222,0,3,0,1,0,-0.5753964555687505,-0.31622776601683794,0,0.0,0,291,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
42,-0.6324555320336759,0,3,3,0,0,-0.6396021490668313,-0.31622776601683794,0,1.0,0,20,0,0.7071067811865475,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
43,0.6324555320336759,0,1,0,1,0,-0.3713906763541037,-0.31622776601683794,0,0.5773502691896258,4,30,4,0.5773502691896258,-1.0,-1.0,-1.0,-1.0,Benign,Benign
44,-0.22360679774997896,0,1,0,0,0,-0.6713450866373513,-0.31622776601683794,0,0.0,0,385,0,0.19611613513818404,-1.0,-1.0,-1.0,-1.0,Benign,Benign
45,0.23570226039551587,0,2,0,1,0,-0.6153846153846154,-0.31622776601683794,0,0.8944271909999159,0,93,0,0.5897678246195885,-1.0,-1.0,-1.0,-1.0,Benign,Benign
46,0.2581988897471611,0,1,0,0,0,-0.4490132550669373,-0.31622776601683794,0,0.0,0,74,0,0.0,-1.0,-1.0,-1.0,-1.0,Directory Traversal,Malware
47,0.0,0,0,0,1,0,-0.39801487608399566,-0.31622776601683794,1,1.0,1,211,1,0.5897678246195885,0.0,1.0,0.0,0.0,Cookie Injection,Malware
48,0.6324555320336759,0,3,0,0,0,-0.4195906791483446,-0.31622776601683794,0,0.0,2,249,2,0.29488391230979427,-1.0,0.0,-1.0,-1.0,Benign,Benign
49,-0.4082482904638631,0,3,0,1,0,-0.5572782125753528,-0.31622776601683794,0,0.0,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
50,0.0,0,0,0,1,0,-0.7683498199278324,-0.31622776601683794,0,0.0,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
51,-0.3592106040535498,0,2,0,0,0,-0.7875615306482168,-0.31622776601683794,0,0.0,0,39,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
52,0.0,0,0,0,1,0,-0.792593923901217,-0.31622776601683794,0,0.0,0,65,0,0.0,-1.0,-1.0,-1.0,-1.0,Directory Traversal,Malware
53,-0.8164965809277261,0,0,0,1,0,-0.4256282653793743,-0.31622776601683794,0,0.5773502691896258,3,31,3,-0.5773502691896258,-1.0,-1.0,-1.0,-1.0,Benign,Benign
54,0.0,0,0,0,1,0,-0.7337993857053429,-0.31622776601683794,0,0.6859943405700353,0,50,0,0.7071067811865475,-1.0,-1.0,-1.0,-1.0,RCE,Malware
55,0.6324555320336759,0,1,0,1,0,-0.47891314261057566,-0.31622776601683794,0,1.0,0,106,0,0.4,0.0,-1.0,-1.0,-1.0,Cookie Injection,Malware
56,-0.8,0,1,0,0,0,-0.7071067811865476,-0.31622776601683794,0,0.8944271909999159,0,21,0,0.8164965809277261,-1.0,-1.0,-1.0,-1.0,Benign,Benign
57,-0.3592106040535498,0,0,0,1,0,-0.47891314261057566,-0.31622776601683794,0,0.0,0,309,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
58,0.6324555320336759,0,3,0,1,0,-0.6337502222976297,-0.31622776601683794,0,0.0,0,359423,0,-0.27654369614185803,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
59,-0.47140452079103173,0,1,0,1,0,-0.7552632224670202,-0.5773502691896258,0,0.4472135954999579,4,33,4,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Benign,Benign
60,-0.5163977794943222,0,0,0,1,0,-0.7373087284671365,-0.5773502691896258,0,0.7071067811865475,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
61,0.0,0,2,0,1,0,-0.6737215368532152,-0.5773502691896258,0,0.8944271909999159,0,1604,0,0.1638463841038081,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
62,-0.22360679774997896,0,1,0,0,0,-0.7470873676376284,-0.5773502691896258,0,0.5773502691896258,3,31,3,-0.5773502691896258,-1.0,-1.0,-1.0,-1.0,Benign,Benign
63,-0.6324555320336759,0,3,0,1,0,-0.682288239221013,-0.5773502691896258,0,-0.7559289460184544,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
64,0.0,0,3,6,0,0,-0.5715476066494082,-0.5773502691896258,0,0.3333333333333333,3,31,3,-0.5773502691896258,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
65,0.0,0,0,0,0,0,-0.6301260378126043,-0.5773502691896258,0,0.8944271909999159,0,1162,0,0.5855400437691199,-1.0,-1.0,-1.0,-1.0,Benign,Benign
66,0.0,0,3,0,0,0,-0.7701540462154054,-0.5773502691896258,0,0.0,0,39,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
67,-0.22360679774997896,0,0,0,0,0,-0.760638829255665,-0.5773502691896258,0,0.7071067811865475,0,1112,0,-0.25555062599997597,-1.0,-1.0,-1.0,-1.0,Benign,Benign
68,0.0,0,3,0,0,0,-0.6139406135149205,-0.5773502691896258,0,1.0,0,104,0,0.4,0.0,-1.0,-1.0,-1.0,Cookie Injection,Malware
69,0.7745966692414834,0,2,0,0,0,-0.7590721152765897,-0.5773502691896258,0,0.0,0,71118,0,-0.03115778293726579,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
70,-0.8,0,0,0,1,0,-0.44543540318737396,-0.2672612419124244,0,0.3779644730092272,4,39,4,0.4472135954999579,-1.0,-1.0,-1.0,-1.0,Benign,Benign
71,0.23570226039551587,0,3,0,1,0,-0.43033148291193524,-0.2672612419124244,0,0.8980265101338746,0,20,0,0.7071067811865475,-1.0,-1.0,-1.0,-1.0,RCE,Malware
72,0.0,0,0,0,1,0,-0.40201512610368484,-0.2672612419124244,1,1.0,1,211,1,0.5897678246195885,-0.7071067811865475,1.0,0.0,0.0,Cookie Injection,Malware
73,0.0,0,1,0,1,0,-0.33927557187198837,-0.2672612419124244,0,0.0,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
74,0.0,0,2,0,0,0,-0.5132649025747366,-0.2672612419124244,0,0.5773502691896258,4,36,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
75,0.0,0,1,0,0,0,-0.5640760748177662,-0.2672612419124244,0,0.5773502691896258,4,33,4,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Benign,Benign
76,-0.5163977794943222,0,1,0,0,0,-0.5366563145999494,-0.2672612419124244,0,0.5547001962252291,3,31,3,-0.5773502691896258,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
77,-0.6324555320336759,0,3,0,0,0,-0.3897418814769785,-0.2672612419124244,0,-0.5773502691896258,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
78,0.0,0,0,0,1,0,-0.5640760748177662,-0.2672612419124244,0,-0.3779644730092272,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
79,0.6666666666666666,0,1,0,1,0,-0.7844645405527361,-0.5773502691896258,0,0.5773502691896258,4,43,4,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,Benign,Benign
80,0.2581988897471611,0,2,0,1,0,-0.5850179393017045,-0.5773502691896258,0,0.30151134457776363,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
81,0.2581988897471611,0,3,0,1,27,-0.8422348876123157,-0.5773502691896258,0,0.0,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
82,-0.2581988897471611,0,2,0,0,0,-0.7526178090063816,-0.5773502691896258,0,0.0,0,70,0,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Benign,Benign
83,-0.4082482904638631,0,1,0,1,0,-0.5369248441712194,-0.5773502691896258,0,0.4082482904638631,0,37,0,0.4472135954999579,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
84,0.0,0,3,0,0,0,-0.680336051416609,-0.5773502691896258,0,1.0,0,104,0,0.4,0.0,-1.0,-1.0,-1.0,Cookie Injection,Malware
85,-0.47140452079103173,0,2,0,0,0,-0.595879571531124,-0.5773502691896258,0,0.8980265101338746,0,20,0,0.7071067811865475,-1.0,-1.0,-1.0,-1.0,RCE,Malware
86,-0.8164965809277261,0,1,0,1,0,-0.6221710168382552,-0.5773502691896258,0,0.3779644730092272,4,36,4,0.8944271909999159,-1.0,-1.0,-1.0,-1.0,Benign,Benign
87,-0.6324555320336759,0,1,0,0,44,-0.816496580927726,-0.5773502691896258,0,0.0,0,70,0,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
88,-0.3592106040535498,0,0,0,0,0,-0.8616404368553291,-0.5773502691896258,0,0.3779644730092272,4,36,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
89,0.3779644730092272,0,3,0,1,0,-0.7774815830232241,-0.5773502691896258,0,0.0,0,309,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
90,-0.4082482904638631,0,1,0,1,0,-0.49746833816309105,-0.5773502691896258,0,1.0,0,103,0,0.4,0.0,-1.0,-1.0,-1.0,Cookie Injection,Malware
91,0.5,0,1,0,1,0,-0.8671099695241199,-0.5773502691896258,0,0.5773502691896258,4,33,4,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Benign,Benign
92,0.0,0,3,0,0,0,-0.7053456158585982,-0.5773502691896258,0,1.0,0,106,0,0.41702882811414954,0.0,-1.0,-1.0,-1.0,Cookie Injection,Malware
93,0.0,0,2,0,0,0,-0.6565321642986127,-0.4082482904638631,1,1.0,1,211,1,0.5897678246195885,0.0,1.0,0.0,0.0,Cookie Injection,Malware
94,0.23570226039551587,0,1,0,1,0,-0.7,-0.4082482904638631,0,0.0,0,4983,0,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
95,0.0,0,1,0,1,0,-0.6221710168382552,-0.4082482904638631,0,0.0,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
96,-0.6324555320336759,0,2,0,0,0,-0.6324555320336759,-0.4082482904638631,0,1.0,0,105,0,0.4364357804719848,-0.4082482904638631,-1.0,-1.0,-1.0,Cookie Injection,Malware
97,-0.22360679774997896,0,0,0,0,0,-0.5207556439232955,-0.4082482904638631,0,0.4082482904638631,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
98,-0.22360679774997896,0,2,0,1,0,-0.4926646390821466,-0.4082482904638631,0,0.5773502691896258,4,33,4,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Benign,Benign
99,0.23570226039551587,0,1,0,1,0,-0.5720775535473553,-0.4082482904638631,0,1.0,0,105,0,0.5163977794943222,0.0,-1.0,-1.0,-1.0,Cookie Injection,Malware
100,0.0,0,1,12,0,0,-0.6446583712203042,-0.5773502691896258,0,0.0,2,249,2,0.29488391230979427,-1.0,0.0,-1.0,-1.0,LOG4J,Malware
101,-0.2581988897471611,0,2,0,0,0,-0.659828879073858,-0.5773502691896258,1,1.0,1,211,1,0.5897678246195885,0.0,1.0,0.0,0.0,Cookie Injection,Malware
102,0.6324555320336759,0,3,0,0,0,-0.7519445197271296,-0.5773502691896258,0,1.0,4,41,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
103,0.0,0,1,0,1,0,-0.5337449961641163,-0.5773502691896258,0,0.7071067811865475,0,1112,0,-0.25555062599997597,-1.0,-1.0,-1.0,-1.0,Benign,Benign
104,-0.6324555320336759,0,0,0,0,0,-0.7332355751067665,-0.5773502691896258,0,0.5773502691896258,4,36,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
105,0.6324555320336759,0,3,0,0,0,-0.5573864114332941,-0.5773502691896258,0,0.7071067811865475,0,37,0,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,Benign,Benign
106,0.0,0,3,0,0,0,-0.7662610281769211,-0.5773502691896258,0,0.8944271909999159,0,447,0,0.3511234415883917,-1.0,-1.0,-1.0,-1.0,Benign,Benign
107,-0.5163977794943222,0,3,0,0,0,-0.6551217820804184,-0.5773502691896258,0,0.0,4,33,4,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
108,0.3779644730092272,0,3,0,1,0,-0.7053456158585982,-0.5773502691896258,0,0.0,0,74,0,0.0,-1.0,-1.0,-1.0,-1.0,Directory Traversal,Malware
109,0.7745966692414834,0,0,0,1,0,-0.5640760748177662,-0.5773502691896258,0,0.0,0,309,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
110,0.0,0,0,0,1,0,-0.4982728791224398,-0.5773502691896258,0,0.0,4,41,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
111,0.2581988897471611,0,0,0,0,0,-0.7423074889580903,-0.5773502691896258,0,-0.4082482904638631,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
112,0.0,0,3,0,0,0,-0.659828879073858,-0.5773502691896258,0,0.0,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
113,0.0,0,1,0,1,0,-0.7878385971583353,-0.5773502691896258,0,-0.5773502691896258,0,4983,0,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
114,0.6666666666666666,0,3,0,1,0,-0.4745789978762495,0.0,1,1.0,1,211,1,0.5897678246195885,-0.7071067811865475,1.0,0.0,0.0,Cookie Injection,Malware
115,0.23570226039551587,0,3,0,0,0,-0.22086305214969307,0.0,1,1.0,1,211,1,0.5897678246195885,-0.7071067811865475,1.0,0.0,0.0,Cookie Injection,Malware
116,-0.47140452079103173,0,1,0,0,0,-0.3216337604513384,0.0,0,0.5773502691896258,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
117,0.7745966692414834,0,1,0,0,0,-0.5521576303742327,0.0,0,0.0,0,940,0,0.3175536744149779,-1.0,-1.0,-1.0,-1.0,Benign,Benign
118,0.23570226039551587,0,2,0,0,0,-0.468292905790847,0.0,0,0.4,3,31,3,-0.5773502691896258,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
119,-0.2581988897471611,0,2,0,1,0,-0.3464101615137754,0.0,0,0.5773502691896258,0,4983,0,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
120,0.5,0,1,0,0,0,-0.36380343755449945,0.0,0,1.0,0,105,0,0.48507125007266594,-0.4082482904638631,-1.0,-1.0,-1.0,Cookie Injection,Malware
121,-0.3592106040535498,0,2,0,0,0,-0.6735753140545634,-0.31622776601683794,0,0.0,0,291,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
122,0.0,0,0,0,1,0,-0.554700196225229,-0.31622776601683794,0,0.9271726499455306,0,48,0,0.9622504486493763,-1.0,-1.0,-1.0,-1.0,RCE,Malware
123,-0.4082482904638631,0,2,0,0,0,-0.4447495899966607,-0.31622776601683794,0,0.0,0,39,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
124,-0.8164965809277261,0,3,0,0,0,-0.5366563145999494,-0.31622776601683794,0,0.0,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
125,0.5,0,1,0,1,0,-0.5482823149915702,-0.31622776601683794,0,0.0,3,31,3,-0.5773502691896258,-1.0,-1.0,-1.0,-1.0,Benign,Benign
126,-0.5163977794943222,0,2,0,1,0,-0.6974858324629157,-0.31622776601683794,0,1.0,4,43,4,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,Benign,Benign
127,-0.47140452079103173,0,3,0,1,0,-0.6211495565912797,-0.31622776601683794,0,0.4082482904638631,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
128,0.23570226039551587,0,3,0,1,0,-0.7071067811865475,-0.31622776601683794,0,1.0,0,34,0,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
129,0.0,0,1,0,0,0,-0.4195906791483446,-0.31622776601683794,0,0.4082482904638631,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
130,0.0,0,2,0,0,0,-0.6227991553292184,-0.31622776601683794,0,0.0,0,37,0,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
131,0.0,0,2,0,0,0,-0.4662524041201569,-0.31622776601683794,0,0.5773502691896258,4,30,4,0.5773502691896258,-1.0,-1.0,-1.0,-1.0,Benign,Benign
132,0.0,0,0,0,1,0,-0.3872983346207417,-0.31622776601683794,0,0.0,2,249,2,0.29488391230979427,-1.0,0.0,-1.0,-1.0,Benign,Benign
133,0.5,0,2,0,0,0,-0.39801487608399566,-0.31622776601683794,0,0.3779644730092272,4,36,4,0.8944271909999159,-1.0,-1.0,-1.0,-1.0,Benign,Benign
134,-0.7559289460184544,0,1,0,0,0,-0.629940788348712,-0.31622776601683794,1,1.0,1,211,1,0.5897678246195885,0.0,1.0,0.0,0.0,Cookie Injection,Malware
135,0.0,0,1,0,1,0,-0.6931032800836721,-0.31622776601683794,0,0.0,0,68,0,0.0,-1.0,-1.0,-1.0,-1.0,Directory Traversal,Malware
136,0.0,0,0,0,0,0,-0.6810052246069989,-0.31622776601683794,0,0.0,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
137,-0.5163977794943222,0,2,0,1,0,-0.6260990336999411,-0.31622776601683794,0,0.0,0,71,0,0.0,-1.0,-1.0,-1.0,-1.0,Directory Traversal,Malware
138,0.0,0,2,0,1,0,-0.7378647873726218,-0.4082482904638631,0,0.5773502691896258,4,43,4,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,Benign,Benign
139,0.2581988897471611,0,3,36,0,0,-0.647150228929434,-0.4082482904638631,0,1.0,4,30,4,0.5773502691896258,-1.0,-1.0,-1.0,-1.0,LOG4J,Malware
140,-0.3592106040535498,0,1,0,0,0,-0.6674238124719146,-0.4082482904638631,0,0.4472135954999579,4,43,4,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,Benign,Benign
141,0.0,0,2,0,1,0,-0.7378647873726218,-0.4082482904638631,0,1.0,0,106,0,0.4364357804719848,-0.4082482904638631,-1.0,-1.0,-1.0,Cookie Injection,Malware
142,0.0,0,0,0,1,0,-0.6793662204867574,-0.4082482904638631,0,0.0,0,68,0,0.0,-1.0,-1.0,-1.0,-1.0,Directory Traversal,Malware
143,-0.6324555320336759,0,1,0,1,0,-0.30304576336566325,-0.4082482904638631,0,0.0,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
144,-0.22360679774997896,0,0,0,1,0,-0.6666666666666666,-0.4082482904638631,0,0.0,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
145,0.23570226039551587,0,3,0,1,0,-0.6425754631219991,-0.4082482904638631,0,-0.2581988897471611,3,46,3,0.4082482904638631,-1.0,-1.0,-1.0,-1.0,Log Forging,Malware
146,0.0,0,1,0,0,0,-0.6467616667635546,-0.4082482904638631,0,0.5773502691896258,4,43,4,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,Benign,Benign
147,0.0,0,2,0,1,0,-0.4338609156373123,-0.4082482904638631,0,0.0,2,249,2,0.29488391230979427,-1.0,0.0,-1.0,-1.0,Benign,Benign
148,0.6324555320336759,0,0,0,0,0,-0.6897304947150052,-0.4082482904638631,0,0.0,0,51,0,0.0,-1.0,-1.0,-1.0,-1.0,SQL Injection,Malware
149,-0.22941573387056174,0,2,0,0,0,-0.40613846605344767,-0.4082482904638631,0,0.0,4,207,4,0.0,-1.0,-1.0,-1.0,-1.0,Benign,Benign
150,0.0,0,3,0,1,0,-0.5720775535473553,-0.4082482904638631,0,1.0,0,110,0,0.6255432421712244,-0.4082482904638631,-1.0,-1.0,-1.0,Cookie Injection,Malware
151,-0.6324555320336759,0,1,0,0,0,-0.7126966450997984,-0.4082482904638631,0,0.6859943405700353,0,50,0,0.7071067811865475,-1.0,-1.0,-1.0,-1.0,RCE,Malware
